"tweetid","username","tweet","created_at","place","location","classification"
"1285583255090200581","Ruinaise","Tw// nsfw

Is no one researching bottom surgery still?? How are there dildos that can produce cum but no one has found a way to put that into bottom surgery or a way to make it look better ????????????","2020-07-21 14:31:47","He/they",NULL,"neutral"
"1285583258592452611","coinmastercoins","Congratulations
We are giving up to 999k ???????????????????? &amp; COINS 
Just Follow this Steps
1. Like &amp; Comment ( Done )
2. Retweet
3. Collect:
https://t.co/nOGujCKC8P

#coinmaster #coinmasterfreespins #coinmasterfreespinslink #coinmasterofficial #coinmasterrewards https://t.co/6edXiBXMH5","2020-07-21 14:31:48","United States",NULL,"neutral"
"1285583263390736386","Markgmath","Black lives matter. “The land of my birth welcomes me...only as a slave, and spurns with contempt the idea of treating me differently, so that I am an outcast from the society of my childhood and an outlaw in the land of my birth.” FREDERICK DOUGLAS.","2020-07-21 14:31:49","Advance, North Carolina",NULL,"neutral"
"1285583266875977728","SbMarci","Breathtaking 7808 Idlewood Lane in highly-sought Hill Haven Heights. Extensive interior-exterior renovation with designer finishes. 4 bedrooms, 4.1 baths, lovely outdoor living, pergola with FP, pool-spa with waterfall and 3-car garage. Contact us now!

https://t.co/hkvHYnRORJ https://t.co/IgQjoGMVJe","2020-07-21 14:31:50","3285 Regent Blvd #120
Irving, Texas 75063",NULL,"neutral"
"1285583266918039552","_KingKazzy","I live in a 1 storey building upstairs ???? my guy ???????????? #laycon #bbnlockdown #BBNajia #bbnaija2020 #BBNaijaLockdown #BBNaijaLiveBlog https://t.co/qWYpZ4mrM5","2020-07-21 14:31:50","Abuja, Nigeria",NULL,"neutral"
"1285583267668856833","BROOKLYNSTAR211","I'm  glad  I  never  went  though  the acne, bumps  and  pimples  part  of  my  puberty/adolescent stage of my  life   I all ways  had  &amp; still  have  clear smooth  skin","2020-07-21 14:31:50","WESTCHESTER ",NULL,"neutral"
"1285583267719151616","tmcbroom8","“The success of every woman should be the inspiration to another.  We should raise each other up.  Make sure you’re very courageous: be strong, extremely kind, and above all be humble.” Serena Williams","2020-07-21 14:31:50",NULL,NULL,"neutral"
"1285583271758385153","Ncebie","I gave up on that policy after 18yrs paying. Liberty couldn't change bank account. I think their aim is for the owners of those policies to walk away without a cent as i eventually did.","2020-07-21 14:31:51",NULL,NULL,"neutral"
"1285583271817023490","mccabefc","On the men’s side where there’s thousands of interactions on every post I wouldn’t expect any sort of deletion/blocking because the scale is too big - but with the women you’re never going to get over 200 replies/comments? Don’t understand how it’s hard to simply get rid lol","2020-07-21 14:31:51",NULL,NULL,"neutral"
"1285583279790403586","Redemption7762","9:15am Good morning 

I am totally connected to the endless abundance of the universe and all of the awesome coming my way. I'm gonna stand aside of myself and welcome the incredible blessings and wonderful surprises.
Repeat  until you believe it.

Have a super day
Love you https://t.co/DaBqGOQ5Ed","2020-07-21 14:31:53","Lincoln, NE",NULL,"neutral"
"1285583280192942083","Kashurfaqeera","I am fed up of girls tweeting ( Mashallah i am Muslim now please suggest me a good name ? Most girls end up having huge Asian and Muslim followers because this nonsense goes well with south asians. Accepted Islam but dont do drama on social media always. It's irritating","2020-07-21 14:31:53","Jammu and Kashmir ",NULL,"neutral"
"1285583280364978177","chidikezer0","That's why after a while I understand why these niggas start just wearing anything lmao they will blow your skull off, who cares if they got a blouse on","2020-07-21 14:31:53",NULL,NULL,"neutral"
"1285583284072615937","RichmondEndo","The commute this morning is dedicated to Dr. David Hemerling. Thank you for supporting oral cancer research.
#theridebc
#RideOn
#conquercancer

https://t.co/t88gnnwE39 https://t.co/cl2zyP5izQ","2020-07-21 14:31:54","110 - 11300 No. 5 Road",NULL,"neutral"
"1285583284425166854","Adult_college","Due to Covid-19 restrictions, our dedicated team are taking all enrolments by phone. 

When you have found the course you would like, call 01708 435955 and we will be happy to help you get you on the road to your new… https://t.co/jWGWQhVAx0","2020-07-21 14:31:54","London Borough of Havering",NULL,"neutral"
"1285583288527200257","Choccus80","Who is making these decisions? Full contact sport is ok, full flights are ok, special dispensation on numbers for religious buildings, drive in cinemas are ok, super pubs are ok with hundreds indoors if €9 of food, but a drive in gig isn’t? Absolutely ridiculous. #SaveTheArts","2020-07-21 14:31:55","People’s Republic of Cork ",NULL,"neutral"
"1285583288543916035","DougQuantz","Winnipeg city councillor off police board because of previous link to drug investigation: sources | https://t.co/4cHKfCXjiv https://t.co/K3a8tXpPS4","2020-07-21 14:31:55","Canada",NULL,"neutral"
"1285583290238304256","Renhi17021281","Who knows what you might win?!
Get awesome rewards from our pre-registration Scratch Off campaign!
Don't miss your chance!
#mgcm #preregistration 
https://t.co/C2UXnXj4AY","2020-07-21 14:31:56",NULL,NULL,"neutral"
"1285583292322979840","WorkforceIND","Interested in a #job in the Boone County area? Register today for WorkOne Central's free Virtual Job Fair and meet with employers in manufacturing and logistics/distribution tomorrow from 10:30-11:30 a.m. Eastern: https://t.co/sKI7OZUlJX https://t.co/2Rd7uos6sG","2020-07-21 14:31:56",NULL,NULL,"neutral"
"1285583292809404416","sharvinnnnn","How machas flirt. 

Then : Nee enthan anbe... 

Now : Nayantara poleh eyes, Tamana poleh thighs, Yashika poleh size,
Ammale why you girl so nice.","2020-07-21 14:31:56","Malaysia",NULL,"neutral"
"1285583292859928576","isotopp","Renamed my Windows 10 Home Directory from ""\Users\Kristian Köhntopp"" to ""\Users\kris"". Most things work again, but Windows Terminal has lost all profiles and ""wsl -l -v"" has lost the Ubuntu.

Where is my Linux Home Directory?","2020-07-21 14:31:56","Amsterdam, The Netherlands",NULL,"neutral"
"1285583295443599363","meaningofcath","Catholic Mom Power: my wife is getting excited for starting homeschooling with our eldest son this fall. This is the academy logo she made drawn from the Flanders coat of arms along with our three youngest. #CatholicTwitter https://t.co/bmWi0nuUQn","2020-07-21 14:31:57","United States",NULL,"neutral"
"1285583296072683520","electricfutures","What I see: $SPX rejecting upper trend line, will test support at 3200. $gold next resistance 1870. Ratio (below) at a decision point, likely downside. $USD $DXY one last big slide before before rebounding? https://t.co/P4VEYkUmt7","2020-07-21 14:31:57",NULL,NULL,"neutral"
"1285583296903217153","Mooshberry","I love that Gimli isn't buying Saruman's shit for a second. It goes well with my Dwarves are Sauron's Bane thing. You play Sauron's game and dwarves will call bullshit. All three, dwarves and the two Maia in question, are Aule's brood. They know craftsmanship when they see it.","2020-07-21 14:31:57","London via NYC",NULL,"neutral"
"1285583313059680256","LoveHollisterMO","???? Grape &amp; Fall Festival is just around the corner!! We're seeking Sponsors for the largest fall event in the Ozarks!! ????

Find sponsorship levels and details by clicking below. What a great way to get your business in front of thousands of people!!

https://t.co/JbtaLu1PDO https://t.co/QjDzxVy7o3","2020-07-21 14:32:01","Hollister, Missouri",NULL,"neutral"
"1285583313659400192","TheCPSA","The World Aquatic Health Conference goes virtual, allowing easier access to world class speakers and networking. Mark your calendar for October 15-16 and register now.
https://t.co/8zl1iCPDny
#poolconference #wahc2020 #phta #pooleducation #onlineeducation","2020-07-21 14:32:01","California",NULL,"neutral"
"1285583316884656128","caprcorns","Since the word is already out, we just wanna say thank you to everyone congratulating us. Me and Nicki met on the Oscars and have been close since then. This being the next part of our live is very special to me because I now get to be a dad spoiling our kid with frog stuffs. ????x https://t.co/QboY76gJjh","2020-07-21 14:32:02",NULL,NULL,"neutral"
"1285583317195251714","anelkidin","« No one owns the water.
No one owns the lands.
No one owns the oceans.
No one owns the sands.
These are given by our mother.
The planet provide for free.
Only by hands of the greedy 
does the earth require a fee ».

#Greenpeace ♻️
#AmorDeTodosLosDias ♡

???? - Didier Laurancy ???? https://t.co/fJwEhmMv5C","2020-07-21 14:32:02"," Al norte del sur...",NULL,"neutral"
"1285583317857898496","jumahKarisa","Financial Depression...Is too much to bear especially if you're the solo bread winner of your family with numerous defendants.","2020-07-21 14:32:02","Mombasa/Nairobi, Kenya",NULL,"neutral"
"1285583317933293568","fuzweb","[EAM] Solid Color V-collar Long Sleeve Black Knitting White Split Joint False Two Jacket Women JE812 https://t.co/l9k2ZalcJV #Discounts #BestPrice","2020-07-21 14:32:02","Toronto ",NULL,"neutral"
"1285583321544765440","HNW_Agency","“The time dragged on and on. 

And the effort nearly killed me. 

Why didn’t we get a professional!?” https://t.co/EOO3y2ZalU https://t.co/hEQJZdMTIm","2020-07-21 14:32:03","United Kingdom",NULL,"neutral"
"1285583325009252352","sheilda205","Blessed be God, even the Father of our Lord Jesus Christ, the Father of mercies, and the G…
https://t.co/7Ifu6doPLv Good Morning! https://t.co/KCc9VNpER2","2020-07-21 14:32:04",NULL,NULL,"neutral"
"1285583325227364354","Bakeclub1","Dangote and Mali Please where are the Stoners on twitter, this affordable Saturday we give u premium space cakes; the confectionery of legends, fit for gods. I am a DM away. A trial will convince you. It's called ROYAL GORILLA????????  please RT, my customer be on ur TL. https://t.co/UNFTnvDI6V","2020-07-21 14:32:04","Lagos, Nigeria",NULL,"neutral"
"1285583326246400000","WannerKev","Do you people even think before you send this garbage out? Which liberal climate bedwetter gave you this story? Was it McKenna? Maybe it was Telford? #FakeNewsAlert #ClimateFraud #FearMongers","2020-07-21 14:32:04","S.E. Sask. ",NULL,"neutral"
"1285583329681645569","suesswassersee","It has to really suck to try to appease conservatives by coming down on the side of the cops against the citizens of Chicago then get out-copped by the feds because you're a ""leftist mayor"" because you're black. https://t.co/V0WlGnF7zr","2020-07-21 14:32:05","from northern Michigan to the ",NULL,"neutral"
"1285583330210013185","CNN_newstrend","US should approve more stimulus quickly before economy comes ‘CRASHING DOWN,’ market analyst tells Boom Bust https://t.co/znFjSuBHKL #projecthopetravel #travel #news https://t.co/gd9ObHMO9q","2020-07-21 14:32:05","worldwide",NULL,"neutral"
"1285583330499612674","ItsKayN","Senator Sakaja is honourable and responsible enough to own up to his unfortunate mistake and even resign from adhoc committee. How many more VIPs should the dpp take to court?
#SakajaCharged","2020-07-21 14:32:05","Nairobi, Kenya",NULL,"neutral"
"1285583334605651969","ADJH0817","I’m not gonna clutch my pearls because they called her a bitch, she’s tough. I am gonna laugh my ass off that these grown white men are so fucking bothered by her. These obese ugly ass thumbs really think they can talk down to her?!?????????????","2020-07-21 14:32:06",NULL,NULL,"neutral"
"1285583334672867329","AngelofJustice9","Fox's Andrew Napolitano ripped the Trump admin for sending troops into Portland: ""What happened in Portland over the weekend, it was not only unlawful and unconstitutional, it's just plain wrong."" H/ T K Griffin NBC 

https://t.co/pD5K6Rnmvh","2020-07-21 14:32:06","???? Cloud 9 Alis volat propriis",NULL,"neutral"
"1285583334760996865","OurPreciousHome","JESUS IS LORD TO THE GLORY OF GOD OUR FATHER IN HEAVEN FOREVER… TRINITY REIGNS! Genesis To Revelation!… Jesus Jesus Jesus! Jesus is my Lord! I Believe In Jesus Resurrection Forever! Therefore I am Free! I am Healed! I am Saved Forever… I am In... https://t.co/zUd8rmsCDK","2020-07-21 14:32:06",NULL,NULL,"neutral"
"1285583337919090689","chezami","You know what else? They'd have infinitely more moral authority when they spoke against abortion. But since the unborn have always just been human shields for all the cruelties conservative antichrist worshippers love, that has never been an option for them. #ConsistentLifeEthic https://t.co/7pVCEVXNbu","2020-07-21 14:32:07","Seattle",NULL,"neutral"
"1285583338930163712","PayScarlet","Productive day.

I still have slots available for Kik sessions, Skype sessions and much more!!

Come and find your place

#kik - scarletemerald01
#findom","2020-07-21 14:32:07","Leicester",NULL,"neutral"
"1285583341694013440","kateschutt","Did you know that I have a newsletter called ""The Short and The Sweet?"" Every other week on Thursday, inboxes get hit with new music, book recommendations &amp; other musings you’ll want to know about. 

Connection is everything! Sign up at https://t.co/08TJ5Ql3sc https://t.co/AwcNvvjMuS","2020-07-21 14:32:08","hovering over North America",NULL,"neutral"
"1285583342252023809","crypto4all_net","Bitcoin Price Predictions by Top Analysts Are Usually Wrong — Here’s Why 

Since Bitcoin (BTC) price rallied above $19,000 in 2017, crypto analysts have issued an amazingly wide range of price predictions on the date and value of the next all-time high  #c https://t.co/WDedya6mic https://t.co/eaxuorl0Me","2020-07-21 14:32:08","New York",NULL,"neutral"
"1285583342923063296","HogStats","^ Next - the 7'3"", 247-pound Connor Vanover. He's the tallest player in team history; the next-tallest was 7'2"", 225-pound Mike Carpenter. https://t.co/obpDTAVxV5","2020-07-21 14:32:08",NULL,NULL,"neutral"
"1285583343094923264","AbhiAttorney_","Nuances of Saturn #Sadesati 
1.Check your MoonAsc/BirthAsc/SunAsc whichever is strongest that One should be taken for intense effects of #Sadesati .

2.Saturn during its passage through this 90° space should give result in the light of the following:- 

1/Sa","2020-07-21 14:32:08","Prompt Blocking -For Misdeeds",NULL,"neutral"
"1285583347306188801","EMorey4","“We found out later from my daughter that they considered their small group 40, which was how many were in her cabin,

Texas church blames parents after campers test positive for COVID-19: ‘I didn’t force you to send her’ https://t.co/BNQ8jPVb9d","2020-07-21 14:32:09",NULL,NULL,"neutral"
"1285583347335364608","hujanredaa","for you;
I hope you don't find black and white in everything you do |rain. You created the colors in my life and here you make me live in black and white. Then I write every simple thing about you in my black and white ~","2020-07-21 14:32:09",NULL,NULL,"neutral"
"1285583349545930754","ParkTriangleApt","Did you hear the news? The National Gallery of Art has partially reopened. The museum is now offering timed entry passes. Follow the link for more information and to reserve your pass online. https://t.co/uAVcwfx5jP #NationalGalleryofArt #DC https://t.co/KXvPu2h08u","2020-07-21 14:32:10","Washington, DC",NULL,"neutral"
"1285583351177519111","richteaparty","Why Are Taxpayers Footing the Bill for Full-Time Police Union Employees? View and Comment Here: https://t.co/L9A9EPhPTX https://t.co/atc7z3by31","2020-07-21 14:32:10",NULL,NULL,"neutral"
"1285583351420780545","MartinJHughes","#BorisJohnson government whips 79 seat majority, after  ruthless ejection of #JulianLewis, to ensure Parliament voted against giving #Welsh and #Scottish governments say on #devolved trade matters https://t.co/d9VgOkPTRt","2020-07-21 14:32:10","North Wales UK",NULL,"neutral"
"1285583355661221891","ARedPillReport","Politico reports Chelsea Clinton and Ghislaine Maxwell were such ‘close friends’ they actually vacationed together – True Pundit https://t.co/tIvujIn5uX","2020-07-21 14:32:11",NULL,NULL,"neutral"
"1285583355791249408","GBMACLARON","6 teams have signed up for the $300 tournament! 14 more teams needed to kick this thing off! #ApexLegends #tournament #mlg #ea #gamer #gaming #pcgaming #streamer #streaming #TwitchStreamers #youtubegaming","2020-07-21 14:32:11","Connecticut, USA",NULL,"neutral"
"1285583358630801413","CSM_Worldwide","As live sport re-emerges and furlough-hit sports desks return, our Communications Director, Sam Wakefield, outlines how Covid-19 has resulted in closer collaboration between communications professionals and sports journalists. 

Read his thoughts here: https://t.co/u8JNGBwpI3 ???? https://t.co/mYWPwCkRZ3","2020-07-21 14:32:12","Global",NULL,"neutral"
"1285583360018939906","smolseul","either way i hope everyone realises we used to get 15m hearts and if we worked at the same pace again they would literally be no problem for us","2020-07-21 14:32:12","+65 | she/her | @renewrld",NULL,"neutral"
"1285583368286068736","BrazilianReport","According to him, Brazil has the second-highest rate of believers among 16 surveyed countries, behind India, where 37% trust in chloroquine. The same survey also shows that 7 percent believe in the healing powers of garlic against the deadly virus.

https://t.co/WwfBgdOQ2M","2020-07-21 14:32:14","Sao Paulo, Brazil",NULL,"neutral"
"1285583376695656450","heatheryatesphd","Add Chicago to the list of deployment of unmarked federal troops into American cities... This is an escalation of tension, this restores nothing other than resentments. https://t.co/f4ggCQ4PHA","2020-07-21 14:32:16"," AR-KS",NULL,"neutral"
"1285583379895914500","OStocking","German MILF boss Lana Vegas fucks BBC at the office and gets cum in coffee and mouth
See more - https://t.co/zz8LPM505Y and https://t.co/nE1V7RaHpc
#LanaVegas #maturestockingsex https://t.co/tzptRt3L7f","2020-07-21 14:32:17",NULL,NULL,"neutral"
"1285583380877172736","everly_2","thinking abt how moon bin was part of little vixx makes me want astro to do a chained up cover,, or even just moon bin,,, ngl i just want to see him in the outfits lol","2020-07-21 14:32:17",NULL,NULL,"neutral"
"1285583385142820865","TessasTeaTime","Mateship is often said to be a fundamental value of Australian culture, and if you want to know what it is it's basically what you get when you mix friendship and nationalism","2020-07-21 14:32:18",NULL,NULL,"neutral"
"1285583385168171009","urhighnesschani","I never realized how many fucking cry babies there is in Tulsa.

Wear a mask- they cry
Take a knee - they cry
Protest- they cry

They cry for all the wrong reasons. So annoying!","2020-07-21 14:32:18","My Babies' heart",NULL,"neutral"
"1285583389064650752","heytallman","If you missed the first half-ish of the game last week, here's the vod, in which I highlight a bunch of good game design moments littered throughout. https://t.co/qp8pHiSGDR","2020-07-21 14:32:19","Houston, TX (he/him)",NULL,"neutral"
"1285583389203013634","goldenwura","at least y'all would know what harassment is now, constantly sending sexual texts to someone who's not open to it and has not responded or shown their disinterest is harassment.","2020-07-21 14:32:19",NULL,NULL,"neutral"
"1285583389257609218","acnhmarcus","the more you insist that adults being buddy-buddy with teenagers online doesn't have to be weird the less comfortable i am with you being around my children","2020-07-21 14:32:19","motherland",NULL,"neutral"
"1285583393326063617","Oldglorycries","LOL - All the Democrats' talk about testing went poof over the weekend.

""The CDC is now walking away from the test-based method, meaning there is no longer a need to have two negative tests in order for people to return to work, school, or to travel.""

https://t.co/s5OJLp80Vv","2020-07-21 14:32:20",NULL,NULL,"neutral"
"1285583396874461185","XtraDealss","HIDE &amp; SKIN Manchester Genuine Leather W
 ???? Offer price-₹ 699.00
 ???? MRP-₹ 3,999.00
 ???? You Save: ₹ 3,300.00 (83%)
 ✨ Reviews-No ratings available
 ✨ Category- #luggage

https://t.co/lrFCudeYUI #deal #loot https://t.co/JdnKanujSA","2020-07-21 14:32:21","Gurugram",NULL,"neutral"
"1285583397599842306","Views_by_V","Good article to read on career insurance. 4 ideas to diversify your personal career portfolio. #careeradvice #AVJobs #AVTweeps  https://t.co/0thkXoL0Uh","2020-07-21 14:32:21","Reno/Tahoe, NV",NULL,"neutral"
"1285583401743986689","WWIIHistorian","I've been invited to speak about my book 140 Days to Hiroshima at a World War II Roundtable in Minneapolis on September 8, 2020.https://t.co/0ev3E2kV5h","2020-07-21 14:32:22","Littleton, CO",NULL,"neutral"
"1285583401773412353","Fedule","Console games should support user preferences, generally. The stable hardware profile means microconfiguration isn't quite as necessary but users should be able to choose to prioritise framerate or resolution and select certain expensive options like shadow detail etc to taste.","2020-07-21 14:32:22",NULL,NULL,"neutral"
"1285583405468377088","GeorgeKirit","The look west policy is costing us dearly. We are #1 in Asia that too with a great difference between #1 and #2. Had we looked at other Asian countries, the situation would have been different. https://t.co/PlhAu9JXAy","2020-07-21 14:32:23","Mumbai, India",NULL,"neutral"
"1285583406089240579","Osamxa_10","I don’t date without a purpose &amp; i don’t date just to occupy my time. Being in a relationship won’t heal u &amp; being single won’t kill you. “I date to marry”❤️✨","2020-07-21 14:32:23",NULL,NULL,"neutral"
"1285583406089347079","feraljaehyun","i have come back to say that it is so irritating when people only see yuta as a ship with m*rk or w*nwin like can y’all p l e a s e come up with something else? like he has an actual personality but y’all only see him as a ship and i think that’s really fuckibg weird","2020-07-21 14:32:23",NULL,NULL,"neutral"
"1285583410216542209","Brandi81656579","Break all your contracts that you were forced and deceived into from the past lives and future and present! Break free and follow the true leader of love❤️","2020-07-21 14:32:24",NULL,NULL,"neutral"
"1285583411839504389","TonyDiamondsTDC","????Welp, another AM90 added to the stacks.  The 90 is emerging as my favorite air max model.  Or maybe it was always that way and I’m just realizing now ????‍♂️???? https://t.co/f0mP9ogbP8","2020-07-21 14:32:25",NULL,NULL,"neutral"
"1285583418600951809","Shannon62317325","One of the best DAMN videos in existence. God bless this man! He tried to do the right thing, but that idiot pushed it, and the idiot got what he deserved.","2020-07-21 14:32:26","United States",NULL,"neutral"
"1285583418735112192","MindframeU","True love is 2 streams combining to create a free flowing river that carves it’s own path. It flows right through every preset boundary your mind put in front of it. That river will feed you with it’s strength.","2020-07-21 14:32:26",NULL,NULL,"neutral"
"1285583422690295809","AyotteSusanne","We can watch Trump try and ignore the death toll of the virus. Are we tried of hearing it yet. Just change the channel.","2020-07-21 14:32:27",NULL,NULL,"neutral"
"1285583422803472385","ParidhiGujrati","You can believe whatever you hear about me. I have no time to explain myself anymore. And yess you can add something if you want!!!!!!❤❤ #beingmyself????","2020-07-21 14:32:27","Varanasi,India",NULL,"neutral"
"1285583422807781378","Jackson_Era","Couple months ago my window was so tight and I was in no position(according to most) to leave what I left behind and not know for certain what would be after... all I knew is I COULDNT settle for how that shit was.... anyways, I stayed down and talked to God and shonuff....","2020-07-21 14:32:27","Suffolk-Richmond, VA",NULL,"neutral"
"1285583426918273024","gyan_katakyie","Chairman, I know you tried to make a point but looking at where we are on our legal calendar this doesn't add up. Delete okay. Sending love and light","2020-07-21 14:32:28","Accra, Ghana",NULL,"neutral"
"1285583427090120704","Cut2TheChaseTV","Black Man Shoots And Kills 3 Other Black Men In Detroit Restaurant And BLM Remains Silent About It https://t.co/F4FCPapYe5 #detroitshooting #coneyislandshooting","2020-07-21 14:32:28",NULL,NULL,"neutral"
"1285583427182268416","gg_addict_stan","Yknow I always wondered how many couples items yeri has and how many people she has it with, like everyone other day she seems to have a new couple item with someone new","2020-07-21 14:32:28",NULL,NULL,"neutral"
"1285583431091589120","dantrobus","3.30pm, still on the full albums while working: giving the Phoebe Bridgers album another go. The track Kyoto is amazing. (Still digital on phone/headphones as per usual) https://t.co/oLpMrJ2dOk #harkive","2020-07-21 14:32:29","Sheffield, UK",NULL,"neutral"
"1285583431250767873","Emilee_Mentos","Every time I rewatch cutthroat kitchen I run into the episode where the guy hears “brisket and gravy” not “biscuits and gravy” and I always laugh every time lol","2020-07-21 14:32:29","Kent, WA",NULL,"neutral"
"1285583431297048576","MostlyCricket","Simmons: ""[Campbell and Hope's form] is something that we have to discuss over the next couple of days, and make a decision as to which direction we go there. You're right, they haven't fired, so we've got to take that into consideration"" [ESPNcricinfo] #ENGvWI","2020-07-21 14:32:29","Jamaica",NULL,"neutral"
"1285583435298410496","Symon911","Yup collaborating not with Germans or French or Italians or Spanish or Portuguese or Greeks or Dutch or Belgium’s, or Poles or  Czechs or Romanians or Austrians or another fifteen EU countries but with Russians. Oh that’s OK then.","2020-07-21 14:32:30","UK - Cape Town asap ",NULL,"neutral"
"1285583435361390596","jphil_22","The correct top WR ranking
1. Julio Jones
2. Deandre Hopkins
3. Tyreek Hill
4. Michael Thomas 
5. Davante Adams
6. OBJ
7. Mike Evans
8. Keenan Allen
9. Stefon Diggs
10. Chris Godwin
11. Amari Cooper
12. Allen Robinson
13. Adam Thielen
14. Kenny Golladay 
15. Tyler Lockett","2020-07-21 14:32:30","Duluth, MN",NULL,"neutral"
"1285583435516596224","Mickymac2013","Anyone who believes that Covid19 along with the lockdowns and riots happening in an election year is not a coincidence...................................are displaying excellent critical thinking skills.","2020-07-21 14:32:30","Massachusetts, USA",NULL,"neutral"
"1285583439459160067","keya5000","#GDR this is why FDA approval is key. 

Labs need a slicker process.   Its not just the testing time its the time it takes to set up.   

This is #GDR USP.  

https://t.co/zHv2IfoS4b","2020-07-21 14:32:31","England",NULL,"neutral"
"1285583443166932992","Suggie2Necklace","I can’t believe he Last Dance made every other 30 for 30 feel like a “straight to DVD, Walmart bargain bin” sequel to a great movie https://t.co/8sT8xSXJPk","2020-07-21 14:32:32","Bronx, NY",NULL,"neutral"
"1285583448011243520","blabsigail","Amongst god knows how many more things. And can people stop telling her arm herself? 1. She's from the UK and 2. SHE HAS TOURETTES, she's more likely to hurt herself than someone else. She HAS a restraining order on him, he is BREAKING it because he doesn't care for the law.","2020-07-21 14:32:33","West Midlands, England ",NULL,"neutral"
"1285583452058910724","KeonnieJanae","This breaks my heart that a child is trying to convince this judge of her right to be at home. She’s a child- what child deserves jail for being one? #FreeGrace","2020-07-21 14:32:34","Atlanta, GA",NULL,"neutral"
"1285583452134354944","ninabied","The Deep State is attacking!  I’m glad Tucker is shining a light on how they try to keep people quiet.  #DrainTheDeepStateSwamp","2020-07-21 14:32:34","Texas",NULL,"neutral"
"1285583456374841345","IsraelPandu","I have two students who cancelled their academic classes coz they can’t afford tuition fees. Apart from Nsfaf and a bank study loan, which other place/institution do you know offers student financial assistance?","2020-07-21 14:32:35","Windhoek",NULL,"neutral"
"1285583456462761988","alynna_rdrgz","the fact that i decided to discontinue two of my stories in wattpad and i still got no motivation to do anything other than just stare at a screen while listening to clc","2020-07-21 14:32:35",NULL,NULL,"neutral"
"1285583460598534145","Loralyyn","My older cousin posted some long copied post on facebook of someone stupid about how quarantine, social distancing, and mask wearing are bad and it's her sovereign right not to do these things and I actually want to scream. So happy I don't live near her","2020-07-21 14:32:36",NULL,NULL,"neutral"
"1285583464469684225","bloomjyn","nsfw pussy dick sub dom mommy daddy sugar rt looking for to be in a gc gdm promo bts kpop if u you stan loona red velvet blackpink stray kids nct wayv itzy lia nicki minaj charlie d’amelio tiktok cock rates animal crossing nudes dm me  https://t.co/Jlj6KeKWHu","2020-07-21 14:32:37",NULL,NULL,"neutral"
"1285583464486580226","targetradio247","(I Spy For The) F.B.I.
The Untouchables

https://t.co/CZtnxRR5Am

Our free Apps: https://t.co/H5I3QDOxWj

https://t.co/AOJl3FYpnH https://t.co/xZWfWjdvBN","2020-07-21 14:32:37","England, United Kingdom",NULL,"neutral"
"1285583464838729728","daelymyeon","and oh the amount of albums you have doesn't measure the amount of love and support you give to your idols. we just have different status in life and different prioroties as well. We all have ways to support  :))","2020-07-21 14:32:37","UNV",NULL,"neutral"
"1285583468852842499","cefpro","What are the upcoming trends, risks and opportunities within non-financial risk for 2021?

Add your influence to our Non-Financial Risk Leaders 2021 survey, and find out where the investment opportunities are for the year ahead here: https://t.co/SVORhAU9M3 

#NFR #Survey #CeFPro","2020-07-21 14:32:38","United Kingdom",NULL,"neutral"
"1285583468982865920","JacobAShell","Tearing down toxic &amp; divisive structures/symbols from the 20th cent isn't going to be enough. We have to think about what we DO want to build.  If the new urban schemes just involve some bike lane improvements, that will be ""nice"" -- but it won't be even slightly sufficient.","2020-07-21 14:32:38","Philadelphia, USA",NULL,"neutral"
"1285583473055617025","jasminemh1234","This is admirable but i can’t imagine telling someone I love them and them not saying it back for too long. Is wanting reciprocity wrong?","2020-07-21 14:32:39","Louisiana ➡ Houston TX",NULL,"neutral"
"1285583473101516801","nativitymusic","Junglist go in so hard they remember not just who produced the track &amp; the title, but the label it was on. They might have even been at the cutting house when they pressed it lol. https://t.co/6j5qkKrulD","2020-07-21 14:32:39","Long Beach, CA",NULL,"neutral"
"1285583473131106304","ThickestRattus","-&gt; Twitch happily ventured into Set's shrine by himself, gradually shedding his clothing as he delved deeper into, 'till his body was adorned with nothing more than his goggles and a loincloth.

He wanted to make sure he was already prepared to service his new God.","2020-07-21 14:32:39","Your city's sewer system.",NULL,"neutral"
"1285583473214881792","MostDeaths_","Good Morning gamers! Today you going to fry in all the lobbies, 20 bombs 4ks in apex ez rp. You dropping Nukes in MW hella dubs in war zone. Grind time","2020-07-21 14:32:39","your moms house",NULL,"neutral"
"1285583476566241283","LevinPapantonio","Atty Kim Adams spoke as part of an expert legal panel on ending sex abuse and exploitation. This week's online summit is hosted by National Center on Sexual Exploitation. Kim is leading nat'l litigation to stop business like hotels and websites from profiting off survivors. https://t.co/b8U7ApI4Pq","2020-07-21 14:32:40","316 South Baylen Street, Pensacola, FL 32502","United States","neutral"
"1285583477295857665","AndySmetana","These attacks on Tucker Carlson and Sean hannity are utterly ridiculous. They are no different than this virus epidemic and the rise of antifa and BLM and their attacks on our freedoms. There are people who want to control us and they will if we let them.","2020-07-21 14:32:40","ÜT: 39.362208,-74.424015",NULL,"neutral"
"1285583477312827393","eliza_barsegyan","At the moment, the situation on the border is relatively calm. The Azerbaijani Armed Forces fired from sniper rifles, trying to target our servicemen. The Azerbaijani Armed Forces were warned about the consequences by appropriate means of communication. 
#TavushStrong","2020-07-21 14:32:40","ARMENIA",NULL,"neutral"
