"tweetid","username","created_at","tweet","location","place","classification"
"1285671519985827840","Auliya63689014","2020-07-21 20:22:31+00:00","#RealAccount ? Trusted
Avail vcs bugil fullbody ?
WA : 082179455719 ❤
#jogjabispak #malamjumat #colmek #mesumhot #availvcs #RealAngel #REALVCS #Openvcsreal #vcswhatsapp #vcsbugil #vcscroot #vcscolmek https://t.co/aONb0wQjfQ","INDONESIA",,"positive"
"1285671520749129731","goldngater","2020-07-21 20:22:31+00:00","Happy birthday to #MollieSugden, aka #MrsSlocombe. There was no one like Mollie or Betty. She was the best. And I am unanimous in that. #AreYouBeingServed https://t.co/o2Jy5mgxXH","United States",,"positive"
"1285671521256648707","desiigner09","2020-07-21 20:22:31+00:00","Live now on Twitch! ?

Road to 100 Followers :) &amp; Road to 10 Subscribes ! 

Road to 300 Warzone Wins ! Current wins is 286

Hit that follow button, show some support and love for the channel 

https://t.co/90DrjyVnQu
#warzone #Callofduty #Modernwarfare",,,"positive"
"1285671521462231040","JQfor","2020-07-21 20:22:31+00:00","Hi guys!

I just ordered my first (of many) Hello Fresh boxes. If you want to join in on the fun, use the following promo code: HS-8660UOWOF. 

Happy Cooking!

https://t.co/UgW834QOl6","Hills of Tennessee",,"positive"
"1285671522363990016","sheilagregoire","2020-07-21 20:22:32+00:00","""Don't sweat the small stuff."" We often talk about marriage like everything will be fine if we stop focusing on the other's faults. This is partly true. But we also need to bring up issues! Happy couples DO sweat the small stuff. They have small conflicts about small things.","Belleville, ON",,"positive"
"1285671523949346824","MAGMA__QUEEN","2020-07-21 20:22:32+00:00","Nothing serious. It's like a hobby, maybe it would be interesting.  

Be a hero? This is not for me. I don't know how to catch bad guys, so I and the whole town are trusting our lives to you and my son.","credits: ackerbangbang",,"positive"
"1285671524654026757","sheilagregoire","2020-07-21 20:22:32+00:00","Finally, the biggest one: Our role is not to have a happy husband, a happy marriage, a happy wife. Our role is to follow Christ. Sometimes that means making our spouse UNhappy. We have made marriage an idol in the church. God cares about character first.","Belleville, ON",,"positive"
"1285671525782294534","ally_O96","2020-07-21 20:22:33+00:00","i went to one (1) PSA meeting when in college in the US and all i remember is the clique-y vibe and a guy saying “yeah man i went to lahore over the break and got sick, i hate going back” followed by planning all their cultural events for the semester :-)",,,"positive"
"1285671527153905671","JonGetsGames","2020-07-21 20:22:33+00:00","I've been playing lots of new games recently, and because of that I have yet another Impressions vlog to show you :) Here I discuss Die Inseln im Nebel, Nidavellir, &amp; Pandoria Merchants! watch it here -&gt; https://t.co/r3ONMol6xk https://t.co/TcJ31fnHqq",,,"positive"
"1285671528798081025","itsgoldennjay","2020-07-21 20:22:33+00:00","ive made the decision to leave stan twitter after the anniversary. i will miss everyone &amp; i love all of you so much. y’all make me really happy but i need to focus on personal things in my life. i’m sorry but let’s go crazy crazy crazy till we see the sun &amp; live while we’re young","one direction reunion",,"positive"
"1285671531155267586","therosetable","2020-07-21 20:22:34+00:00","Happy #TravelTuesday! Want a little armchair vacation? Read about the incredible day I had in Saint Croix a few years ago snorkeling and exploring Buck Island with Caribbean Sea Adventures! ?

https://t.co/YCVawPz7bP

#stx #saintcroix #Caribbean https://t.co/HprD2Cd5fS","Dallas, TX",,"positive"
"1285671533973831683","CatsFanus","2020-07-21 20:22:34+00:00","Funny angry cats Twitter 1 ??
https://t.co/0QKkdpuEy8
?Visit our YouTube channel ❤
Don't forget like and subscribe for Daily cats videos ??
#funnycats #cats #angrycats https://t.co/VxYkbpKslO","United States",,"positive"
"1285671535827705856","priya_ebooks","2020-07-21 20:22:35+00:00","imagine a CEO setting up a baked goods basket, or sending out birthday reminders, or organising the company happy hour lol 

this is legit how straight men see themselves in a marriage. CEO-social secretary","Delhi, India ",,"positive"
"1285671536658087938","HandsomeHandson","2020-07-21 20:22:35+00:00","I remember what seemed like long drives back then when going to visit my grandfather - Handson Kapathiwa Mvaya while listening to this lady's music. All roads were so bad, it took over two hours to drive to Mulanje, worse even during the rainy season. A bout of nostalgia",,,"positive"
"1285671541372588033","isuwadersim6262","2020-07-21 20:22:36+00:00","dear Greeks, They attack my account because I support you against the Turks. Would you please give me some support :)
Down with the fascist turkey #Τουρκία",,,"positive"
"1285671542593130498","Guilt_VAL","2020-07-21 20:22:37+00:00","It’s strange, I can’t find my own happiness. The way I do find it is through helping others who need it. I want people to be happy. That makes me happy.","Silent Hill :|",,"positive"
"1285671545218703362","wheeliedealer","2020-07-21 20:22:37+00:00","PORTFOLIO up 0.6% today. Pretty happy with that  - my Stocks were fairly evenly Up and Down but the weighting of the Ups won the day. So nice to be gradually hauling back the damage to my Portfolio of recent weeks.  :-) https://t.co/dYQpIt3lWz","Lots Free Education...CLICK",,"positive"
"1285671549870145551","susieandsam","2020-07-21 20:22:38+00:00","Another happy customer #bearsden  
New school shoes &amp; some fresh eggs from Zoe’s chickens ..... All in a days shopping ? https://t.co/QRMz3GBWWx","Bearsden G61 2DW",,"positive"
"1285671553364107271","bigwaltt62","2020-07-21 20:22:39+00:00","Double overtime L against Berry freshman year.  
P.S: I didn’t know the overtime rules and we scored first so I thought we won the game. I was screaming and happy until my teammate said it’s their turn. I’m like what ?!?","weightroom",,"positive"
"1285671556631453712","glynn_gmc","2020-07-21 20:22:40+00:00","Looking for the perfect blend of power and convenience? This 2020 #GMCSierra 1500 Elevation offers a push button start, #Bluetooth connectivity and a powerful #V8engine! Learn more at https://t.co/521OmslVOe
Get Ready to Smile! ? https://t.co/dREfpLzPxG","600 Columbus Parkway Opelika AL 36801",,"positive"
"1285671557470224387","marsh_twt","2020-07-21 20:22:40+00:00","if their songs are subpar, would they get the amount of attention and success they have now? Sorry not sorry but an opinion from someone who stans a group that could never match bts is irrelevant. Anyways ?","magic shop ? | 19 ??",,"positive"
"1285671558309191686","Joe_A_Blevins","2020-07-21 20:22:40+00:00","Exciting new blog post in which I talk about Happy Days, shark jumping, creative decline, and other topics!

https://t.co/uSWv4FpZa2 https://t.co/GkyHkHwuaN","America",,"positive"
"1285671565615603716","ImNotPlanktonn","2020-07-21 20:22:42+00:00","I got in trouble multiple times for reading or drawing in class. Also. I played with matches in chem. The teacher wasn't happy bout that. I also smacked a classmate down with a pot in cooking class. Never got detention tho??‍♀️","She/her • 15 • hii ",,"positive"
"1285671573379309568","kmsIily","2020-07-21 20:22:44+00:00","tw // vent
if i disappeared one day, i feel at ease knowing that, the sun will be up the next morning, the stars would still shine at night and the world will continue without me. i was happy and everything wasn’t going 100% alright but i was able to handle it.",,,"positive"
"1285671574671101953","ceeoreo_","2020-07-21 20:22:44+00:00","I haven’t shared this bc it stesses me out but now i have good news ??

My grandma just had knee surgery and everything went smoothly!! I’m so happy about this and I just wanted to share with everyone 

She’s my whole world so I’m glad things went well??","Philadelphia, PA",,"positive"
"1285671574847270912","DoverDowns","2020-07-21 20:22:44+00:00","We can’t stop daydreaming about our favorite pasta dish from Jerry Longo’s Meatballs and Martinis! ? Perfectly cooked orechiette pasta with sweet Italian sausage, rapini, garlic, red pepper flakes and tossed in a white wine sauce is the perfect way to end a day of gaming! https://t.co/aHMjVQzYp2","Dover, Delaware USA",,"positive"
"1285671575149318150","kmsIily","2020-07-21 20:22:44+00:00","i feel so alone and lost. i just want to disappear to make everyone else happy, once and for all. if i’m being honest, idk how much longer i can keep telling myself, just one more day.",,,"positive"
"1285671575623278594","samaramay7","2020-07-21 20:22:44+00:00","Ideal scenario.. Arsenal have got fuck all to play for in the prem so may as well let Villa nail them &amp; stay up.. then they can go off &amp; beat Chelsea in the FA Cup final &amp; theres happy faces all round other than Chelsea fans cos no one cares about them anyway ??‍♀️","Clowne, England",,"positive"
"1285671578571857921","harayousoros","2020-07-21 20:22:45+00:00","OK, but seriously, Nico is honestly one of my favorite characters in the Love Live universe; she is hard-working, dedicated, a great older sister... the list could go on, but I'm limited on characters LOL 

Happy birthday to the No. 1 Idol in the Universe!

#矢澤にこ生誕祭2020 https://t.co/r0ftMfYo1o",,,"positive"
"1285671579729485825","Fentuo_","2020-07-21 20:22:45+00:00","This world is big enough for us to all do our jobs and make daily bread. No need to cross friends, badmouth people or hate others. Be happy for your friends when they get good opportunities and pray that God will open doors for you too. May God bless our hustle??",,,"positive"
"1285671580857663488","AdamElijahPhoto","2020-07-21 20:22:46+00:00","Helen and Mathias in their gorgeous VW Westfalia at Sherwood Forest.  Happy 3rd Anniversary to this lovely couple.  #adamelijahphoto #adamelijahphotography  #aephotography #brideandgroom #forestwedding #vwwestfalia… https://t.co/ngUIEpfEgJ","South Yorkshire","United Kingdom","positive"
"1285671585337286664","_zenya_","2020-07-21 20:22:47+00:00","So happy my mom coming to visit. I’m jumping in my car so quick! Got nowhere to go but I’m taking a kid free drive somewhere. I haven’t had a break since....Jan ?",,,"positive"
"1285671588411650049","American912","2020-07-21 20:22:47+00:00","The Seven Dwarfs have been advised that as of today, they can only meet in groups of six.  One of them isn’t Happy!  

#SocialDistancing #COVID19 https://t.co/JC4YNbEDiS","USA",,"positive"
"1285671589812539392","jacobs_gord","2020-07-21 20:22:48+00:00","also including things like Maken X and Trauma Center because same publisher and mainline artists worked on them, Im not intending to collect EVERY ATLUS game but I think they're neat :)","Canadian Texas",,"positive"
"1285671597739847682","GoodVibezQueenM","2020-07-21 20:22:50+00:00","Please do not feel obligated to buy anything from this list but I do very much appreciate any help.
This is my business list to start Good Vibez Customs ❤
(Also hope this one is where it cant be removed from others) learning amazon ?
https://t.co/5JGT9jSbYJ","United States",,"positive"
"1285671603997749248","Ade_authority","2020-07-21 20:22:51+00:00","Haha this is so sweet to watch 
Happy birthday to daddy Oboli 
Nobody in the house could beat his dance skills even at 50 wowww ?","Lagos, Nigeria",,"positive"
"1285671608917557249","camocoppler0","2020-07-21 20:22:52+00:00","I have a family :) A healthy baby boy and a wonderful dad to our baby boy.  Who wants to marry me an grow with me. I do not care about my ex or his girlfriend ?? they are doing great and their building a life together. We have no beef. Thank you leave me alone and them alone.","Ohio, USA",,"positive"
"1285671609165058049","Wend3211","2020-07-21 20:22:52+00:00","Good night oh beautiful ones
I'm off to bed with a cuppa and I'm going to watch Ferris buellers day off....how good is that film? ?❤
Sweet dreams xxxxxxxx ❤ https://t.co/EHcbgObSKi","Narnia ❤",,"positive"
"1285671612147269632","blackandimbetta","2020-07-21 20:22:53+00:00","4 days ! Just four days before First-Class Fragrances makes it debut . 

I’m so happy that I get to share my love of fragrances with you all. ? 

Of course if you haven’t already subscribed to emails, click the link and add yours. 

https://t.co/voF3fxpdOO https://t.co/w8FR1UUHfD","Nashville, TN",,"positive"
"1285671616496709632","andiepandie11","2020-07-21 20:22:54+00:00","I cant believe my wee man has slept in his own room the past 3 nights ? so not ready for that, but seeing how much better hes sleeping is amazing! As soon as he wakes in the morning hes in for cuddles ❤",,,"positive"
"1285671621139685376","Jstein1202","2020-07-21 20:22:55+00:00","Ironically it'll be Yoho that won't be able to handle having called AOC a fucking bitch.  He'll be begging forgiveness soon enough.  Watch.","New York, New York",,"positive"
"1285671624205885441","arualevasquez","2020-07-21 20:22:56+00:00","height / 4’10 1/2 
shoe size / 3
zodiac sign / taurus 
tattoos / 0
piercings / 4
fav color / yellow/purple 
fav drink / uh lol idk",,,"positive"
"1285671631000674317","Feetfetish235","2020-07-21 20:22:58+00:00","#feetfetishworld #feet #soles #sexysoles #footfettish #footfettishnation I whis you Happy Night my love followers ???? https://t.co/vf8kMg9uHy",,,"positive"
"1285671631956959239","Julienothidden","2020-07-21 20:22:58+00:00","Talking of the parents they went to a quiet cafe together on a quiet street on an outside table. They promise me they couldn't have been safer and it was a cafe they knew and wore their masks until their coffee came. Something so usually ordinary has left them in orbit and happy","Clayton West, Huddersfield ",,"positive"
"1285671647975034880","plivecalmest","2020-07-21 20:23:02+00:00","? Did you know? #lol The media's slanted view of war being conquered was due to (((THEM))) :) Won't hear this on mainstream media! :( ? ?? ? ? ?","Trumbull, CT",,"positive"
"1285671650311254025","CDCgov","2020-07-21 20:23:02+00:00","""I'm so happy that we’re able to do something very concrete that will help people,” says Cynthia Ogden, who leads a team at the National Health and Nutrition Examination Survey. The team turned their lab vehicles into mobile #COVID19 testing sites: https://t.co/JDbd7PMZ4z. https://t.co/B1pBH5j6ul","Atlanta, GA",,"positive"
"1285671658641121280","sugarmu86811970","2020-07-21 20:23:04+00:00","Looking for a sugar daddy? Like and RT now. I will make you happy  by paying you $5000 on your PayPal and $2000 as your weekly allowances,only looking for a loyal  sugar baby.?? get weekly allowance now! DM me now with your pictures. Dm me (740) 343-9483 https://t.co/Tce4GVxHDt","Union City, NJ",,"positive"
"1285671658808840192","gaviiiwho","2020-07-21 20:23:04+00:00","of what really makes you happy and stop accepting almost, kind of, not quite, what you want. There’s abundance available to you right now.  Claim it. You are balanced in your emotions and managing logically. People may seek you for advice/support right now and you will be-",,,"positive"
"1285671660511809538","flowbot85","2020-07-21 20:23:05+00:00","xsissylyannx: sissybabepr: chantal-sissy: stephaniequeen8: stephaniequeen8: ?Always happy to help a sissy faggot sister with her exposure? Always reblog this pathetic faggot ❤wow shure you all know this sissy help expose her make her famous... https://t.co/SxeDbPBiRt",,,"positive"
"1285671662411829248","TaeRahn","2020-07-21 20:23:05+00:00","I'm slowly but surely working on the Korok seeds :) not planning on getting all 900 nor will I look up a guide because finding them is the fun part XD I would like to hit 500 though so I know I can fully open all armory &amp; weapon slots :) https://t.co/gjKkSg1ujW","Momentos",,"positive"
"1285671662600572930","Akelaa","2020-07-21 20:23:05+00:00","Time for gratitudes

I'm grateful that I have a home, a family in good health, and some money from unemployment.

I'm thankful for my Twitter community, which is full of wonderful, caring, funny people.

I'm happy to have an outlet for my creativity with a small Patreon audience.","San Frantastic",,"positive"
"1285671664387272710","CraftboyCory","2020-07-21 20:23:06+00:00","Aye lil bro just cashed ah S550 and first thing he said was “THANK YOU JESUS CAUSE KNOWN OF THIS WAS POSSIBLE WIRH OUT HIM” that made me happy cause you gotta know that ??",,,"positive"
"1285671665830068225","joseppines","2020-07-21 20:23:06+00:00","uh hell no the same website gave me the same shit and i just googled mine and DARK HORSE WAS IT happy aint it go somewhere else ??","?",,"positive"
"1285671665976868866","mnchrmalien","2020-07-21 20:23:06+00:00","For now I can only guess what's coming next
By examining your timid smile

this leyendecker study took me many weeks to complete and im so happy to finally see it done!! here are some details! https://t.co/KylPiir56R","brazilian",,"positive"
"1285671666199203842","katenuss","2020-07-21 20:23:06+00:00","I am happy to talk more about our online testing experience, and we welcome feedback on the manuscript.

Overall, it was a pretty great experience to collect data from 150 participants in 5 weeks without having to leave my apartment!

(here’s a visual of me collecting the data.) https://t.co/vpomGjg25e","New York, NY",,"positive"
"1285671667210100736","3Hcxapollo11","2020-07-21 20:23:06+00:00","""That's one small step for [a] man, one giant leap for mankind."" — Neil Armstrong
Happy 51st Anniversary, Moon Landing!!!
#NASA #Apollo11 #Apollo51st #Astronaut #Earth #Moon #Lunar #LunarSurface #Space #MoonLanding #MoonLandingTurns51 #July20 #July21 #AD1969 #AD2020 https://t.co/76AfzQVmtG",,,"positive"
"1285671669504315397","asinfabric","2020-07-21 20:23:07+00:00","No one will be happy about maps like these until each city, town, hamlet, and unincorporated census designated place have their own borders, and then oops you’ve just made a regular map. This is a losing game. Give up","Portland, OR",,"positive"
"1285671670511009792","Herobula","2020-07-21 20:23:07+00:00","i hope everyone has an amazing week, whether we're mutuals or not

it's seriously bad news after another out there so i wish every single one of you well. be safe, be happy ?","BLM + ACAB",,"positive"
"1285671676475252736","gwamma47","2020-07-21 20:23:08+00:00","I really am very happy that I am nearing the end of my life, the world has left my mind struggling to understand the misery, hate, death, cruelty to animals?????","Fargo, ND","United States","positive"
"1285671677360300032","RhodaMCrawford","2020-07-21 20:23:09+00:00","My sympathies to the Family of our JLP Councillor Caretaker of the Mandeville Division; Charmain Stephenson. While we are sadden by the injuries, we are happy that no lives have been lost. We will keep the family in our prayers.","Jamaica",,"positive"
"1285671680015302657","Ollypepperrr","2020-07-21 20:23:09+00:00","There was an episode on greys anatomy that they did a surgery like this to save a mans arm, I’m just very happy I understand what’s going on here?","Lagos, Nigeria",,"positive"
"1285671680237600769","Thommunist_69","2020-07-21 20:23:09+00:00","Pieces and Quiet is a shitty parody of Thomas the Tank Engine, created by John Gunnell and Aidan Morgan.

It takes the usually happy and fun world of Thomas and makes it shit.

Pieces and Quiet is not recommend for anyone 12 or under.","36°13'28.3""N 83°22'55.7""W",,"positive"
"1285671682158596096","woojinlovesyou_","2020-07-21 20:23:10+00:00","Make sure to eat something if you haven't already, a special person like you needs to make sure they're happy and healthy ❤️ Remember to take care of yourselves and health too! Drink some water and do something you enjoy ?? https://t.co/ZQV0vEq4gX",,,"positive"
"1285671687124586496","GlitterQueen241","2020-07-21 20:23:11+00:00","Sorry I haven’t been tweeting a lot I’ve really been thinking about what to tweet about. I want to tweet something you guys will like but also what’s been going on in my life as well and I just can’t find a happy medium.",,,"positive"
"1285671689012076546","veronikellymars","2020-07-21 20:23:11+00:00","Anyway, I did the thing I always said I was going to do and instead of tweeting some things I really wanted to say, I wrote an article to publish instead. 

(I'm sure my publicist is very happy I made that choice)","Former Texan.",,"positive"
"1285671689184071682","rachelcardart","2020-07-21 20:23:11+00:00","Sorry for the delay for anyone wanting to watch the teaser. It's uploading as we speak. I had a few tech issues but it'll be uploaded before 10 ? sorry again ❤","Plymouth, England",,"positive"
"1285671691105050624","charliebadger99","2020-07-21 20:23:12+00:00","X
Kitchen Tip No 237.
Your fridge is one of the energy sucking items in your house so the less air space in it, the better. If you haven't got food in it, put bottles of tap water in it. As full as possible. You're welcome. :)","Link to my songs' compilation",,"positive"
"1285671692136853509","dhirajemperor1","2020-07-21 20:23:12+00:00","Coming soon to YouTube my Capricorn reading! 

Listen my Capricorn’s! This guy has taken too many liberties! 

Nine of pentacles! 

Wish card or is he just a fat c#nt? You decide! But the fact is he’s happy,he over indulgent and refuses to be with you. It’s not worth it! Move on https://t.co/O68AHNBFZl","London, UK",,"positive"
"1285671698235367424","PlayerReadyVR","2020-07-21 20:23:14+00:00","Happy 2nd Birthdsy to us! It’s been a strange few months but today instead of a cake we gave away VR to NHS Families! #ThankYouNHS https://t.co/0zLrvZJ7wn","Truro, England",,"positive"
"1285671698440888320","Steph_11and78","2020-07-21 20:23:14+00:00","Hope:You’re feeling fine, right, honey? Hmm? Ciara:I’m feeling more than fine. Mama, I’m feeling off the charts happy and excited. I mean, how can I not? I’m about to marry the love of my life. #Days https://t.co/ilatERbyhx","Boston Strong",,"positive"
"1285671703696363520","topoceans","2020-07-21 20:23:15+00:00","Boondocking in the wilderness... Susan is none too happy with rough gravel road and no WiFi TV stations or electrical, but I'm more than happy with a 64 degree day and mountain view with no campground fee ???? via Facebook https://t.co/xSe5VYsRtG https://t.co/AD8ZtYs8fU","Kenner, LA",,"positive"
"1285671708893028357","Jenfeds73","2020-07-21 20:23:16+00:00","So the no lying thing is just out the window at this point? I mean ‘ok you don’t want to engage’ sounds nothing like ‘lying B*tch’ but Kayleigh was perfectly happy pushing that story.
#KayleighLies",,,"positive"
"1285671709035696128","HelenRSalisbury","2020-07-21 20:23:16+00:00","That is fantastic Jessy. Huge congratulations. Look out for this woman - a first class OU degree while keeping our dept in order (not to mention her family) - serious multitasking, She'll go far.","Oxford",,"positive"
"1285671720670703616","iam_JVP6382","2020-07-21 20:23:19+00:00","Mantra! Repeat after me:

I am AMAZING.
I am WORTHY OF LOVE.
I am TRUSTING OF MY SELF.
I am LOVED.
I am SUCCESSFUL.
I am HAPPY.
I am MY BIGGEST FAN.
I am ABUNDANT.
I am AT PEACE.
I am HEALTHY.

Share this, and see how many people can repeat these affirmations!","Pampanga / Tarlac / Makati CBD",,"positive"
"1285671727759065090","AnikBay","2020-07-21 20:23:21+00:00","More people wearing masks in general in Victoria BC. On the other hand, some employers not happy if you take time off to self isolate while you wait for the result of your COVID test.","Victoria, BC",,"positive"
"1285671730879565825","jordanktaber","2020-07-21 20:23:21+00:00","Such a dream of mine to work in social media for a clothing company and the fact I’m already achieving the first half at 19 makes me feel so happy","Cheltenham, England",,"positive"
"1285671732150521856","dnkshoot","2020-07-21 20:23:22+00:00","this tweet is for eric nam and eric nam only so if you’re not him keep scrolling. 

eric can we have a chat again i miss you ? remember when yous ang me happy birthday during ur austin show? that was magical. eric can we talk again??","she/her17/sav jade noah",,"positive"
"1285671734696382466","Sir_Kenjerich","2020-07-21 20:23:22+00:00","Welcome Mixer community to #Twitch! ??
Yes I know I am late to this but anyways. 
We love and welcome you over here! 
We are happy you are here!! Even if you do not join #Twitch Please do not stop making content!! We  needs it right now more than ever!?
#WelcomeFriends #Mixer https://t.co/rEZBZgNtw6","Killen, AL",,"positive"
"1285671747094708225","d0mthuglife","2020-07-21 20:23:25+00:00","I don’t judge my friends when it comes to their relationships, whatever makes you happy honestly makes me happy. Unless your spouse is harming you in anyway then I can careless what goes on between you two I’m riding with you through whatever and that’s a fact?","Jersey ",,"positive"
"1285671747321311232","BISKEPPY","2020-07-21 20:23:25+00:00","she has an ig account (eredescent) if you have no other ways to reach her :) pls do this, it only takes a minute out of your day. she could really use some kind words &lt;3","she/her • blm • 17",,"positive"
"1285671756859146240","pvl1111","2020-07-21 20:23:28+00:00","By the way, how's that project of flooding the world with Ugandan mayonnaise doing? Have they found a suitable substitute for Indonesian palm oil yet? ?",,,"positive"
"1285671757324726273","c_c_l","2020-07-21 20:23:28+00:00","But Antony - why did you vote against general Parliamentary scrutiny?  Why?

You say you are delivering on Brexit - are you happy with No Deal?",,,"positive"
"1285671758620762113","SeductiveFish","2020-07-21 20:23:28+00:00","i understand that people want to gatekeep the vaccine when it comes out so instead of upcharging it by whatever absurd percent at the most it should be like 5 bucks. but it should be free :)","shit place",,"positive"
"1285671761191800835","LeahChachia","2020-07-21 20:23:29+00:00","Hai im Leah and i like to make cute emotes UwU. I also like to stream whatever games make me happy. I start my streams at 7pm Pacific time everyday (Except Friday). Stop by for chats and laughs. Also here is the link to my emote commission page. https://t.co/WIonncGyuu https://t.co/diSvbyr9rs","Arizona, USA",,"positive"
"1285671766099197952","Simple_Wolves","2020-07-21 20:23:30+00:00","-1 hour later-

Thorn can be seen having Rarity in a mating press. Pumping his hips like a well oiled machine while his thick spunk gushed out of her right hole. ❤","Wilf territory ",,"positive"
"1285671772948504577","GospelJosiah","2020-07-21 20:23:31+00:00","I learnt the hard way to focus on improving myself instead of looking for a relationship. It was really hard trust me, the time, the commitment, I wouldn't wish anyone go through all that. Just focus on you, do well, make money, be happy for you; the good relationship will come.","Mind- Jupiter, Finger- Mars",,"positive"
"1285671782805057543","marekkraft","2020-07-21 20:23:34+00:00","This is the ""butterflies I photographed during my short vacation"" thread. Managed to catch a few rare ones :) #butt
#Butterflies #NaturePhotography https://t.co/0q9J4Gm5oG","Poznan, Poland",,"positive"
"1285671790258290688","coineandears","2020-07-21 20:23:36+00:00","So happy, I haven't been this excited to see Milan outplay opponents in competitions, I hope Pioli continues to show this dominance in the next season.",,,"positive"
"1285671795371237376","GrahamTG","2020-07-21 20:23:37+00:00","My search for a Mars setup that I'm really happy with takes another step closer. 23K texture &amp; bump map applied to a null in #Lightwave3d ( LW 2018) Beauty of this set up is that there is no geometry.Slight tweakage for contrast in Photoshop otherwise it's the raw render. https://t.co/oRFaQ6HGBp","UK",,"positive"
"1285671800429588480","chaestheticss","2020-07-21 20:23:38+00:00","they try to pay attention to as many individual mbb as they can, they shout out to 2nd and 3rd floor, they make eye contact, we understand each other’s sense of humor, they know what makes us happy and do them to see us smile and in the end they cry long after the concert","min’s dreams?she/her",,"positive"
"1285671801771692037","caitlynnndakota","2020-07-21 20:23:38+00:00","my mom is so excited for me to move to Miami. Even though I have my own apartment, I think she’s just happy I’ll only be a 25 min drive away instead of 10+ hours.","miami","United States","positive"
"1285671802648305664","_The_Glover","2020-07-21 20:23:39+00:00","Nobody really gives a hoot about you at this point. You're on your own. If it is within your means, pursue your dreams as long as it glorifies God and you're happy.","Teshie,Ghana",,"positive"
"1285671803252334596","JoontiddiesCult","2020-07-21 20:23:39+00:00","dicks are so cute omg (๑&gt;◡&lt;๑) when u hold one in ur hand and it starts twitching its like nuzzling you (/ω＼) or when they perk up and look at you like “owo nya? :3” hehe ~ penis kun is happy to see me!! (๑˃̵ᴗ˂̵)","cult 1 gc is better ;)",,"positive"
"1285671806653870080","CruellasWhore","2020-07-21 20:23:39+00:00","I’m happy to be home, but I am frustrated to be the only one who has gone to therapy &amp; grown as a person. 

Every single person here feels stuck in the same emotional state I remember them in, and it makes it really hard to be around them. I have a constant headache.",,,"positive"
"1285671810290376708","brokenspanner","2020-07-21 20:23:40+00:00","You have certainly summed up the Corrupt Lying Boris' He has pulled the Tory Party into the gutter and hasn't the ability to lead the country but leaves that to a very dangerous individual, Dominic Cummings, to keep the Tory Billionaires happy and divide the UK even further",,,"positive"
"1285671813146697728","Trad_Arch_Bdays","2020-07-21 20:23:41+00:00","Happy birthday, Frederick Garber.
July 21, 1877 in Cincinnati, OH.
https://t.co/VQUS4urmwe

#tradarchbdays #traditionalarchitectbirthdays #architecture #classicalarchitecture #traditionalarchitecture #ohioarchitecture #frederickgarber https://t.co/jzAhPOFrV6",,,"positive"
"1285671824127385602","VelAndLilith","2020-07-21 20:23:44+00:00","Help me #rank up in Valorant guys! Join me :) 

https://t.co/CG6H6SNwEh 

#valorant #twitch  #game #streamer  #cool   #fps   #gamergirl  #live",,,"positive"
"1285671824299360257","LittlemixLea","2020-07-21 20:23:44+00:00","this makes my heart so happy. and we all know Jade and the girls love Blackpink too!  
big shoutout to all the kpop stans supporting Holiday this Friday - we see u and appreciate u so much ? 
https://t.co/Y31AR4w4EO","Canada",,"positive"
"1285671826673111040","Hookahqueeen","2020-07-21 20:23:44+00:00","Happy Titty Tuesday!

My https://t.co/5DSpWdLvdb &amp; https://t.co/azi06vykxv are both currently discounted!

New boy/girl content out and more coming soon! ? https://t.co/vRZukHqWW2","Florida, USA",,"positive"
"1285671826870476806","yearofomerta","2020-07-21 20:23:44+00:00","it’s somebody for everybody - so love live and be happy ! ?? I’m just trying to find what’s mine on this grind.. it’ll come with ‘don’t twice’ loyalty feel me.. #the2waystreet #nopressureever","the met gala ",,"positive"
"1285671830884319233","roegaydn","2020-07-21 20:23:45+00:00","small ishgard* house, i havent seen spending time crafting and gathering and getting gil for a medium house- but if ishgard housing isnt till another patch then i'd be So Happy","the forgotten knight",,"positive"
"1285671831379357696","alissa_greer","2020-07-21 20:23:45+00:00","OMG same! There can be a toxic energy in academia/research sometimes, as if there's not enough to go around - an energy that is exhausting &amp; isolating. I'm in this work because of a collaborative and supportive network. I strive to support and promote others work - the best I can","Vancouver, British Columbia",,"positive"
"1285671832595640320","gummishoez","2020-07-21 20:23:46+00:00","highlight of my day so far: had my annual checkup today and the nurse recognized my sailor moon shirt and we talked abt style and aesthetic for a sec while she vaxxed me :)","FUCK 12!!! BLM!!!",,"positive"
"1285671832922841089","adush002","2020-07-21 20:23:46+00:00","28 ❤️ 17.7.2020 happy day  ?? bday #itsmybirthday #happybirthdaytome #reddress #happy #OOTD #fashionblogger #fashion #artist #italian #restaurant https://t.co/deHzIbRnYm","Slovak Republic",,"positive"
"1285671834185355264","closettedarmy","2020-07-21 20:23:46+00:00","first she's white. then SHE'S A BLINK....TALKING ABOUT VOCALS.....the jokes really write themselves. god bless you. ❤","s/h; grown",,"positive"
"1285671847628079104","P32174975","2020-07-21 20:23:49+00:00","Love ❤
#lovecroche #crochetlov #crocheteira #crocheteirasdeplantao?? #crocheteiras #handmade #semprecirculo #artefeitaamao #artefeitacomamor #bohohippiechic https://t.co/lXJux29jIO","São Paulo, Brasil",,"positive"
